calibration_spectrum_folder,betabar_450_std,betabar_600_std,filtertype_std,p_L_450,p_L_600,AAE_std
UPS_INKStandards/,0.06299576975480803,0.05524438095935712,nucleopore,[ 6.73372921e+00  5.94036180e+00 -1.88062410e-05],[ 5.50947754e+00  7.78077837e+00 -6.95316292e-06],0.45640989421489836
